DATE,SECTOR,SALES (SEASONAL ADJ)
1995-08-01,Electronics and Appliance Stores,6159
1995-08-01,Building Mat. and Garden Equip. and Supplies Dealers,13683
1995-08-01,Food and Beverage Stores,32547
1995-08-01,Health and Personal Care Stores,8488
1995-08-01,Gasoline Stations,15227
1995-08-01,Clothing and Clothing Access. Stores,10813
1995-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4462
1995-08-01,General Merchandise Stores,25174
1995-08-01,Miscellaneous Store Retailers,6502
1995-08-01,Nonstore Retailers,8699
1995-08-01,Food Services and Drinking Places,19715
1995-09-01,Motor Vehicle and Parts Dealers,49188
1995-09-01,Furniture and Home Furnishings Stores,5407
1995-09-01,Electronics and Appliance Stores,6141
1995-09-01,Building Mat. and Garden Equip. and Supplies Dealers,13837
1995-09-01,Food and Beverage Stores,32625
1995-09-01,Health and Personal Care Stores,8611
1995-09-01,Gasoline Stations,15194
1995-09-01,Clothing and Clothing Access. Stores,11198
1995-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4441
1995-09-01,General Merchandise Stores,25469
1995-09-01,Miscellaneous Store Retailers,6413
1995-09-01,Nonstore Retailers,8842
1995-09-01,Food Services and Drinking Places,19640
1995-10-01,Motor Vehicle and Parts Dealers,49271
1995-10-01,Furniture and Home Furnishings Stores,5429
1995-10-01,Electronics and Appliance Stores,6212
1995-10-01,Building Mat. and Garden Equip. and Supplies Dealers,13932
1995-10-01,Food and Beverage Stores,32578
1995-10-01,Health and Personal Care Stores,8584
1995-10-01,Gasoline Stations,15007
1995-10-01,Clothing and Clothing Access. Stores,10882
1995-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4414
1995-10-01,General Merchandise Stores,25135
1995-10-01,Miscellaneous Store Retailers,6419
1995-10-01,Nonstore Retailers,8702
1995-10-01,Food Services and Drinking Places,19611
1995-11-01,Motor Vehicle and Parts Dealers,49863
1995-11-01,Furniture and Home Furnishings Stores,5516
1995-11-01,Electronics and Appliance Stores,6263
1995-11-01,Building Mat. and Garden Equip. and Supplies Dealers,14092
1995-11-01,Food and Beverage Stores,32744
1995-11-01,Health and Personal Care Stores,8691
1995-11-01,Gasoline Stations,14981
1995-11-01,Clothing and Clothing Access. Stores,11269
1995-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4532
1995-11-01,General Merchandise Stores,25414
1995-11-01,Miscellaneous Store Retailers,6520
1995-11-01,Nonstore Retailers,9170
1995-11-01,Food Services and Drinking Places,19609
1995-12-01,Motor Vehicle and Parts Dealers,50163
1995-12-01,Furniture and Home Furnishings Stores,5445
1995-12-01,Electronics and Appliance Stores,6281
1995-12-01,Building Mat. and Garden Equip. and Supplies Dealers,14683
1995-12-01,Food and Beverage Stores,32903
1995-12-01,Health and Personal Care Stores,8761
1995-12-01,Gasoline Stations,15246
1995-12-01,Clothing and Clothing Access. Stores,11124
1995-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4505
1995-12-01,General Merchandise Stores,25554
1995-12-01,Miscellaneous Store Retailers,6566
1995-12-01,Nonstore Retailers,9543
1995-12-01,Food Services and Drinking Places,19625
1996-01-01,Motor Vehicle and Parts Dealers,50349
1996-01-01,Furniture and Home Furnishings Stores,5302
1996-01-01,Electronics and Appliance Stores,6191
1996-01-01,Building Mat. and Garden Equip. and Supplies Dealers,14023
1996-01-01,Food and Beverage Stores,33085
1996-01-01,Health and Personal Care Stores,8546
1996-01-01,Gasoline Stations,15479
1996-01-01,Clothing and Clothing Access. Stores,11105
1996-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4600
1996-01-01,General Merchandise Stores,25215
1996-01-01,Miscellaneous Store Retailers,6202
1996-01-01,Nonstore Retailers,9038
1996-01-01,Food Services and Drinking Places,19564
1996-02-01,Motor Vehicle and Parts Dealers,52288
1996-02-01,Furniture and Home Furnishings Stores,5346
1996-02-01,Electronics and Appliance Stores,6248
1996-02-01,Building Mat. and Garden Equip. and Supplies Dealers,14036
1996-02-01,Food and Beverage Stores,32928
1996-02-01,Health and Personal Care Stores,8782
1996-02-01,Gasoline Stations,15457
1996-02-01,Clothing and Clothing Access. Stores,11341
1996-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4485
1996-02-01,General Merchandise Stores,25616
1996-02-01,Miscellaneous Store Retailers,6339
1996-02-01,Nonstore Retailers,9400
1996-02-01,Food Services and Drinking Places,19742
1996-03-01,Motor Vehicle and Parts Dealers,52348
1996-03-01,Furniture and Home Furnishings Stores,5566
1996-03-01,Electronics and Appliance Stores,6365
1996-03-01,Building Mat. and Garden Equip. and Supplies Dealers,14153
1996-03-01,Food and Beverage Stores,33076
1996-03-01,Health and Personal Care Stores,8991
1996-03-01,Gasoline Stations,15951
1996-03-01,Clothing and Clothing Access. Stores,11376
1996-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4548
1996-03-01,General Merchandise Stores,25576
1996-03-01,Miscellaneous Store Retailers,6473
1996-03-01,Nonstore Retailers,9606
1996-03-01,Food Services and Drinking Places,19862
1996-04-01,Motor Vehicle and Parts Dealers,51531
1996-04-01,Furniture and Home Furnishings Stores,5595
1996-04-01,Electronics and Appliance Stores,6373
1996-04-01,Building Mat. and Garden Equip. and Supplies Dealers,14340
1996-04-01,Food and Beverage Stores,33174
1996-04-01,Health and Personal Care Stores,8922
1996-04-01,Gasoline Stations,16252
1996-04-01,Clothing and Clothing Access. Stores,11422
1996-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4628
1996-04-01,General Merchandise Stores,26103
1996-04-01,Miscellaneous Store Retailers,6772
1996-04-01,Nonstore Retailers,9632
1996-04-01,Food Services and Drinking Places,19932
1996-05-01,Motor Vehicle and Parts Dealers,52200
1996-05-01,Furniture and Home Furnishings Stores,5586
1996-05-01,Electronics and Appliance Stores,6428
1996-05-01,Building Mat. and Garden Equip. and Supplies Dealers,14450
1996-05-01,Food and Beverage Stores,33178
1996-05-01,Health and Personal Care Stores,9076
1996-05-01,Gasoline Stations,16488
1996-05-01,Clothing and Clothing Access. Stores,11504
1996-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4432
1996-05-01,General Merchandise Stores,26216
1996-05-01,Miscellaneous Store Retailers,7128
1996-05-01,Nonstore Retailers,9519
1996-05-01,Food Services and Drinking Places,20094
1996-06-01,Motor Vehicle and Parts Dealers,51798
1996-06-01,Furniture and Home Furnishings Stores,5678
1996-06-01,Electronics and Appliance Stores,6334
1996-06-01,Building Mat. and Garden Equip. and Supplies Dealers,14902
1996-06-01,Food and Beverage Stores,33281
1996-06-01,Health and Personal Care Stores,9072
1996-06-01,Gasoline Stations,16352
1996-06-01,Clothing and Clothing Access. Stores,11365
1996-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4609
1996-06-01,General Merchandise Stores,26085
1996-06-01,Miscellaneous Store Retailers,7050
1996-06-01,Nonstore Retailers,9610
1996-06-01,Food Services and Drinking Places,19932
1996-07-01,Motor Vehicle and Parts Dealers,52004
1996-07-01,Furniture and Home Furnishings Stores,5696
1996-07-01,Electronics and Appliance Stores,6234
1996-07-01,Building Mat. and Garden Equip. and Supplies Dealers,14826
1996-07-01,Food and Beverage Stores,33470
1996-07-01,Health and Personal Care Stores,9134
1996-07-01,Gasoline Stations,16075
1996-07-01,Clothing and Clothing Access. Stores,11316
1996-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4655
1996-07-01,General Merchandise Stores,26209
1996-07-01,Miscellaneous Store Retailers,7018
1996-07-01,Nonstore Retailers,9550
1996-07-01,Food Services and Drinking Places,20145
1996-08-01,Motor Vehicle and Parts Dealers,51472
1996-08-01,Furniture and Home Furnishings Stores,5655
1996-08-01,Electronics and Appliance Stores,6340
1996-08-01,Building Mat. and Garden Equip. and Supplies Dealers,14981
1996-08-01,Food and Beverage Stores,33542
1996-08-01,Health and Personal Care Stores,9237
1996-08-01,Gasoline Stations,16066
1996-08-01,Clothing and Clothing Access. Stores,11360
1996-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4738
1996-08-01,General Merchandise Stores,26441
1996-08-01,Miscellaneous Store Retailers,6918
1996-08-01,Nonstore Retailers,9468
1996-08-01,Food Services and Drinking Places,20140
1996-09-01,Motor Vehicle and Parts Dealers,53184
1996-09-01,Furniture and Home Furnishings Stores,5762
1996-09-01,Electronics and Appliance Stores,6438
1996-09-01,Building Mat. and Garden Equip. and Supplies Dealers,14989
1996-09-01,Food and Beverage Stores,33494
1996-09-01,Health and Personal Care Stores,9190
1996-09-01,Gasoline Stations,16088
1996-09-01,Clothing and Clothing Access. Stores,11534
1996-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4690
1996-09-01,General Merchandise Stores,26590
1996-09-01,Miscellaneous Store Retailers,7011
1996-09-01,Nonstore Retailers,9889
1996-09-01,Food Services and Drinking Places,20397
1996-10-01,Motor Vehicle and Parts Dealers,53450
1996-10-01,Furniture and Home Furnishings Stores,5779
1996-10-01,Electronics and Appliance Stores,6428
1996-10-01,Building Mat. and Garden Equip. and Supplies Dealers,15040
1996-10-01,Food and Beverage Stores,33704
1996-10-01,Health and Personal Care Stores,9363
1996-10-01,Gasoline Stations,16360
1996-10-01,Clothing and Clothing Access. Stores,11577
1996-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4769
1996-10-01,General Merchandise Stores,26904
1996-10-01,Miscellaneous Store Retailers,7110
1996-10-01,Nonstore Retailers,10025
1996-10-01,Food Services and Drinking Places,20551
1996-11-01,Motor Vehicle and Parts Dealers,52710
1996-11-01,Furniture and Home Furnishings Stores,5768
1996-11-01,Electronics and Appliance Stores,6356
1996-11-01,Building Mat. and Garden Equip. and Supplies Dealers,15264
1996-11-01,Food and Beverage Stores,33734
1996-11-01,Health and Personal Care Stores,9414
1996-11-01,Gasoline Stations,16602
1996-11-01,Clothing and Clothing Access. Stores,11318
1996-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4692
1996-11-01,General Merchandise Stores,26772
1996-11-01,Miscellaneous Store Retailers,7154
1996-11-01,Nonstore Retailers,10390
1996-11-01,Food Services and Drinking Places,20789
1996-12-01,Motor Vehicle and Parts Dealers,52835
1996-12-01,Furniture and Home Furnishings Stores,5746
1996-12-01,Electronics and Appliance Stores,6305
1996-12-01,Building Mat. and Garden Equip. and Supplies Dealers,14980
1996-12-01,Food and Beverage Stores,33819
1996-12-01,Health and Personal Care Stores,9505
1996-12-01,Gasoline Stations,16759
1996-12-01,Clothing and Clothing Access. Stores,11435
1996-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4940
1996-12-01,General Merchandise Stores,27051
1996-12-01,Miscellaneous Store Retailers,7144
1996-12-01,Nonstore Retailers,10765
1996-12-01,Food Services and Drinking Places,20707
1997-01-01,Motor Vehicle and Parts Dealers,54010
1997-01-01,Furniture and Home Furnishings Stores,5823
1997-01-01,Electronics and Appliance Stores,6128
1997-01-01,Building Mat. and Garden Equip. and Supplies Dealers,15197
1997-01-01,Food and Beverage Stores,34049
1997-01-01,Health and Personal Care Stores,9448
1997-01-01,Gasoline Stations,16938
1997-01-01,Clothing and Clothing Access. Stores,11513
1997-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4748
1997-01-01,General Merchandise Stores,27216
1997-01-01,Miscellaneous Store Retailers,7295
1997-01-01,Nonstore Retailers,10006
1997-01-01,Food Services and Drinking Places,21110
1997-02-01,Motor Vehicle and Parts Dealers,54601
1997-02-01,Furniture and Home Furnishings Stores,5847
1997-02-01,Electronics and Appliance Stores,6370
1997-02-01,Building Mat. and Garden Equip. and Supplies Dealers,15561
1997-02-01,Food and Beverage Stores,33989
1997-02-01,Health and Personal Care Stores,9649
1997-02-01,Gasoline Stations,16984
1997-02-01,Clothing and Clothing Access. Stores,11468
1997-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4666
1997-02-01,General Merchandise Stores,27262
1997-02-01,Miscellaneous Store Retailers,7539
1997-02-01,Nonstore Retailers,10350
1997-02-01,Food Services and Drinking Places,21136
1997-03-01,Motor Vehicle and Parts Dealers,54233
1997-03-01,Furniture and Home Furnishings Stores,5916
1997-03-01,Electronics and Appliance Stores,6360
1997-03-01,Building Mat. and Garden Equip. and Supplies Dealers,15862
1997-03-01,Food and Beverage Stores,34156
1997-03-01,Health and Personal Care Stores,9922
1997-03-01,Gasoline Stations,16969
1997-03-01,Clothing and Clothing Access. Stores,11623
1997-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4698
1997-03-01,General Merchandise Stores,27304
1997-03-01,Miscellaneous Store Retailers,7459
1997-03-01,Nonstore Retailers,10488
1997-03-01,Food Services and Drinking Places,21171
1997-04-01,Motor Vehicle and Parts Dealers,53861
1997-04-01,Furniture and Home Furnishings Stores,5968
1997-04-01,Electronics and Appliance Stores,6456
1997-04-01,Building Mat. and Garden Equip. and Supplies Dealers,15709
1997-04-01,Food and Beverage Stores,34056
1997-04-01,Health and Personal Care Stores,9578
1997-04-01,Gasoline Stations,16613
1997-04-01,Clothing and Clothing Access. Stores,11195
1997-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4725
1997-04-01,General Merchandise Stores,27179
1997-04-01,Miscellaneous Store Retailers,7417
1997-04-01,Nonstore Retailers,10642
1997-04-01,Food Services and Drinking Places,21216
1997-05-01,Motor Vehicle and Parts Dealers,52191
1997-05-01,Furniture and Home Furnishings Stores,6004
1997-05-01,Electronics and Appliance Stores,6400
1997-05-01,Building Mat. and Garden Equip. and Supplies Dealers,15805
1997-05-01,Food and Beverage Stores,33978
1997-05-01,Health and Personal Care Stores,9722
1997-05-01,Gasoline Stations,16367
1997-05-01,Clothing and Clothing Access. Stores,11413
1997-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4763
1997-05-01,General Merchandise Stores,27328
1997-05-01,Miscellaneous Store Retailers,7181
1997-05-01,Nonstore Retailers,10547
1997-05-01,Food Services and Drinking Places,21230
1997-06-01,Motor Vehicle and Parts Dealers,54066
1997-06-01,Furniture and Home Furnishings Stores,6034
1997-06-01,Electronics and Appliance Stores,6440
1997-06-01,Building Mat. and Garden Equip. and Supplies Dealers,15918
1997-06-01,Food and Beverage Stores,33892
1997-06-01,Health and Personal Care Stores,9916
1997-06-01,Gasoline Stations,16378
1997-06-01,Clothing and Clothing Access. Stores,11643
1997-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4838
1997-06-01,General Merchandise Stores,27433
1997-06-01,Miscellaneous Store Retailers,7474
1997-06-01,Nonstore Retailers,10643
1997-06-01,Food Services and Drinking Places,21382
1997-07-01,Motor Vehicle and Parts Dealers,55255
1997-07-01,Furniture and Home Furnishings Stores,6039
1997-07-01,Electronics and Appliance Stores,6525
1997-07-01,Building Mat. and Garden Equip. and Supplies Dealers,15973
1997-07-01,Food and Beverage Stores,34106
1997-07-01,Health and Personal Care Stores,9950
1997-07-01,Gasoline Stations,16396
1997-07-01,Clothing and Clothing Access. Stores,11735
1997-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4786
1997-07-01,General Merchandise Stores,27949
1997-07-01,Miscellaneous Store Retailers,7464
1997-07-01,Nonstore Retailers,10836
1997-07-01,Food Services and Drinking Places,21689
1997-08-01,Motor Vehicle and Parts Dealers,55488
1997-08-01,Furniture and Home Furnishings Stores,6146
1997-08-01,Electronics and Appliance Stores,6541
1997-08-01,Building Mat. and Garden Equip. and Supplies Dealers,16027
1997-08-01,Food and Beverage Stores,34256
1997-08-01,Health and Personal Care Stores,9989
